"/Vout (CD=4.5e-12,Iin=1.9e-06) X","/Vout (CD=4.5e-12,Iin=1.9e-06) Y"
2.453314896390731e-07,0.5000141239889762
2.5e-07,0.5000141443265765
2.51e-07,0.5004048540529086
2.515022459800769e-07,0.5007221119628307
2.52e-07,0.5010726748720128
2.524037148923068e-07,0.5013185625715812
2.529297761634306e-07,0.5015629605938161
2.537382662508366e-07,0.5017304023113095
2.543467651385334e-07,0.5017139437911228
2.55422286674468e-07,0.5015212901763153
2.563217262085678e-07,0.5012926490942319
2.572973973331647e-07,0.5010481438991886
2.584638078194547e-07,0.5008038537530087
2.599903723206891e-07,0.5005682713811246
2.616030869275106e-07,0.5003971368178481
2.634147393394032e-07,0.5002651911144949
2.656470271742177e-07,0.500154372688248
2.684692372662387e-07,0.5000643012693972
2.720292746786954e-07,0.5000016810120835
2.764834603863434e-07,0.49997164167411
2.821681624758606e-07,0.4999712820507777
2.886681624758606e-07,0.4999876868940324
2.951681624758606e-07,0.5000036282935525
3.016681624758606e-07,0.5000131651985021
3.081681624758606e-07,0.5000168431283019
3.146681624758606e-07,0.5000171270695485
3.211681624758606e-07,0.5000161534435852
3.276681624758606e-07,0.500015122229249
3.341681624758607e-07,0.5000144596041255
3.406681624758607e-07,0.5000141697828303
3.453340812379304e-07,0.5000141227328379
3.5e-07,0.5000141431409841
3.51e-07,0.5004048528612929
3.515022459969967e-07,0.5007221107523215
3.52e-07,0.5010726736271367
3.524037149326281e-07,0.501318561340298
3.529297762304592e-07,0.5015629593649237
3.537382663022769e-07,0.5017304010805747
3.54346765208416e-07,0.5017139425705099
3.554222868340111e-07,0.5015212889590694
3.56321726405434e-07,0.5012926478838312
3.572973975637217e-07,0.501048142699315
3.584638080881928e-07,0.5008038525683002
3.599903726192328e-07,0.5005682702210141
3.616030872585756e-07,0.5003971356830269
3.634147397130967e-07,0.5002651900065651
3.656470276094437e-07,0.5001543716113794
3.684692378018345e-07,0.5000643002287616
3.720292753794861e-07,0.5000016800131437
3.764834613621855e-07,0.4999716407226552
3.821681639167788e-07,0.4999712811544051
3.886681639167788e-07,0.4999876860528266
3.951681639167788e-07,0.5000036275021891
4.016681639167788e-07,0.5000131644539193
4.081681639167788e-07,0.5000168424282583
4.146681639167789e-07,0.5000171264118821
4.211681639167789e-07,0.500016152826001
4.276681639167789e-07,0.5000151216494241
4.341681639167789e-07,0.5000144590597565
4.406681639167789e-07,0.5000141692717194
4.453340819583895e-07,0.5000141222443378
4.5e-07,0.5000141426740714
4.51e-07,0.5004048523878102
4.515022459955976e-07,0.5007221102769545
4.52e-07,0.501072673152872
4.524037149291432e-07,0.5013185608665758
4.529297762299449e-07,0.5015629588971214
4.537382663062603e-07,0.5017304006214595
4.543467652147512e-07,0.5017139421170825
4.55422286856076e-07,0.5015212885111039
4.563217264311422e-07,0.5012926474401893
4.572973975933885e-07,0.5010481422594916
4.584638081201713e-07,0.5008038521331404
4.59990372660271e-07,0.5005682697911581
4.616030873052786e-07,0.5003971352599597
4.634147397619039e-07,0.5002651895917707
4.656470276601097e-07,0.5001543712066386
4.684692378591853e-07,0.5000642998360152
4.720292754561773e-07,0.500001679634406
4.764834614823299e-07,0.4999716403602377
4.821681641200968e-07,0.4999712808116559
4.886681641200968e-07,0.4999876857308781
4.951681641200967e-07,0.5000036271995996
5.016681641200967e-07,0.5000131641695592
5.081681641200967e-07,0.5000168421611593
5.146681641200966e-07,0.5000171261610787
5.211681641200966e-07,0.5000161525905107
5.276681641200965e-07,0.5000151214283129
5.341681641200965e-07,0.5000144588521579
5.406681641200965e-07,0.5000141690768017
5.453340820600482e-07,0.5000141220580276
5.5e-07,0.5000141424959887
5.51e-07,0.5004048522072073
5.515022459950781e-07,0.5007221100956325
5.52e-07,0.5010726729719485
5.524037149278149e-07,0.5013185606858522
5.529297762297639e-07,0.5015629587186559
5.537382663077985e-07,0.5017304004463053
5.543467652171966e-07,0.5017139419440994
5.554222868645633e-07,0.501521288340193
5.563217264410259e-07,0.5012926472709267
5.572973976047601e-07,0.5010481420916975
5.584638081324238e-07,0.5008038519671333
5.599903726759716e-07,0.5005682696271854
5.616030873231323e-07,0.5003971350985844
5.634147397805837e-07,0.5002651894335509
5.656470276795834e-07,0.5001543710522546
5.684692378812044e-07,0.500064299686214
5.720292754855625e-07,0.500001679489943
5.764834615287382e-07,0.4999716402219992
5.821681641981407e-07,0.4999712806809115
5.886681641981407e-07,0.4999876856080654
5.951681641981407e-07,0.5000036270841961
6.016681641981406e-07,0.5000131640611442
6.081681641981406e-07,0.5000168420593322
6.146681641981405e-07,0.5000171260654411
6.211681641981405e-07,0.5000161525007117
6.276681641981405e-07,0.5000151213439989
6.341681641981404e-07,0.500014458772982
6.406681641981404e-07,0.5000141690024711
6.453340820990702e-07,0.5000141219869811
6.5e-07,0.5000141424280723
