"/Vout (CD=9e-12,Iin=1.9e-06) X","/Vout (CD=9e-12,Iin=1.9e-06) Y"
0,0.5000142892476785
6.5e-10,0.5000142967209515
1.95e-09,0.5000143042196964
4.55e-09,0.500014308583145
9.750000000000001e-09,0.5000143020115138
1.625e-08,0.5000142926022211
2.275e-08,0.5000142886479135
2.925e-08,0.5000142885278003
3.575e-08,0.5000142896989578
4.225e-08,0.5000142908067046
4.875e-08,0.5000142914673696
5.525e-08,0.5000142917277774
6.174999999999999e-08,0.5000142917464047
6.824999999999999e-08,0.5000142916654028
7.474999999999999e-08,0.5000142915740509
8.124999999999999e-08,0.5000142915111275
8.774999999999999e-08,0.5000142914819501
9.424999999999999e-08,0.5000142914765476
1.0075e-07,0.5000142914823711
1.0725e-07,0.5000142914905098
1.1375e-07,0.500014291496598
1.2025e-07,0.5000142914996532
1.2675e-07,0.5000142915004376
1.3325e-07,0.5000142915000751
1.3975e-07,0.5000142914993633
1.44875e-07,0.5000142914988666
1.5e-07,0.5000142914985513
1.51e-07,0.5002726958975561
1.515793520259168e-07,0.5005223797783437
1.52e-07,0.5007258038409954
1.524425700660589e-07,0.5009273679239105
1.531524080206453e-07,0.5011914852448257
1.539715034965774e-07,0.5013780177976618
1.547442927856431e-07,0.5014448234327311
1.555481554612157e-07,0.5014271180717186
1.564496034893812e-07,0.5013387561836622
1.575160228480669e-07,0.5011864052520899
1.589118915277973e-07,0.5009659076970772
1.605898770162379e-07,0.500718877159631
1.627213799924284e-07,0.5004660985137833
1.652407655388239e-07,0.5002546682144234
1.679079979569669e-07,0.5001106082719949
1.709052246524981e-07,0.5000143975233248
1.744931571177635e-07,0.4999558071736421
1.789217051093421e-07,0.4999329963081717
1.845680970269521e-07,0.4999434128000907
1.910680970269521e-07,0.499973155491069
1.975680970269521e-07,0.5000000485313378
2.040680970269521e-07,0.5000159939946281
2.105680970269521e-07,0.5000217244728474
2.170680970269521e-07,0.5000213048676281
2.235680970269521e-07,0.5000186095748831
2.300680970269521e-07,0.5000159966279737
2.365680970269522e-07,0.5000143603479338
2.430680970269522e-07,0.5000136963206812
2.465340485134761e-07,0.5000136485477644
2.5e-07,0.5000137227333434
2.51e-07,0.5002721602306909
2.51579700321459e-07,0.5005220364738332
2.52e-07,0.5007252940031438
2.524424831886927e-07,0.5009268033523215
2.531526027574273e-07,0.5011909874428349
2.539718178016972e-07,0.5013774910264855
2.547446874837575e-07,0.5014442655644483
2.555486708424855e-07,0.5014265398650944
2.564502796663222e-07,0.501338167091543
2.575169425409609e-07,0.5011858151204889
2.589132779412759e-07,0.500965321439749
2.60591653083437e-07,0.5007183543361702
2.62723837913682e-07,0.5004656588186677
2.652435953489707e-07,0.5002543688579274
2.679113882826908e-07,0.5001104173086393
2.709095834432951e-07,0.5000142883234048
2.744989632416306e-07,0.4999557679253222
2.789296649979652e-07,0.4999330180910275
2.845794035514572e-07,0.4999434826081063
2.910794035514572e-07,0.4999732228727576
2.975794035514573e-07,0.500000089335996
3.040794035514573e-07,0.5000160087783113
3.105794035514573e-07,0.5000217231005458
3.170794035514573e-07,0.5000212971931846
3.235794035514573e-07,0.5000186017826855
3.300794035514573e-07,0.500015991187809
3.365794035514573e-07,0.5000143573970947
3.430794035514573e-07,0.5000136950528025
3.465397017757287e-07,0.5000136478136615
3.5e-07,0.5000137220198689
3.51e-07,0.5002721133836265
3.515796659445127e-07,0.5005220061147272
3.52e-07,0.5007253014368912
3.524424961036068e-07,0.5009268286366749
3.531525518103931e-07,0.501191004056101
3.539717632901321e-07,0.5013775203186492
3.5474461619846e-07,0.5014443014932451
3.55548572547104e-07,0.5014265823434975
3.564501568656334e-07,0.5013382157674557
3.575167853219649e-07,0.5011858690187598
3.589130505373269e-07,0.5009653810324763
3.605913752810089e-07,0.5007184093903114
3.627234647595115e-07,0.5004657066812952
3.65243195280251e-07,0.5002543990048477
3.6791093530172e-07,0.5001104346516348
3.709090179685984e-07,0.5000142971017358
3.744982258707719e-07,0.4999557698337281
3.789286751670729e-07,0.4999330140854554
3.845780346880651e-07,0.4999434740672032
3.910780346880651e-07,0.4999732148862354
3.975780346880651e-07,0.5000000842607421
4.040780346880652e-07,0.5000160065471502
4.105780346880652e-07,0.5000217226553461
4.170780346880652e-07,0.5000212974653814
4.235780346880652e-07,0.5000186020954435
4.300780346880652e-07,0.5000159912683613
4.365780346880652e-07,0.500014357230828
4.430780346880652e-07,0.5000136947309846
4.465390173440326e-07,0.5000136474497731
4.5e-07,0.5000137216737669
4.51e-07,0.5002721130347234
4.515796659388753e-07,0.5005220057676882
4.52e-07,0.500725301094994
4.524424961056756e-07,0.5009268282969199
4.5315255180746e-07,0.5011910037168091
4.539717632952551e-07,0.5013775199849282
4.547446162090845e-07,0.5014443011641988
4.55548572562287e-07,0.5014265820194029
4.564501568871506e-07,0.501338215448642
4.575167853495561e-07,0.5011858687058099
4.589130505679796e-07,0.5009653807270238
4.605913753215458e-07,0.5007184090917542
4.62723464807209e-07,0.5004657063910113
4.652431953544531e-07,0.5002543987220278
4.679109354025301e-07,0.5001104343770078
4.709090180954626e-07,0.5000142968363996
4.744982260322651e-07,0.499955769578857
4.789286753852833e-07,0.4999330138424379
4.845780350063874e-07,0.4999434738378296
4.910780350063874e-07,0.499973214670438
4.975780350063873e-07,0.5000000840573634
5.040780350063873e-07,0.5000160063556184
5.105780350063872e-07,0.5000217224752654
5.170780350063872e-07,0.5000212972962468
5.235780350063872e-07,0.5000186019366427
5.300780350063871e-07,0.5000159911192793
5.365780350063871e-07,0.5000143570909177
5.43078035006387e-07,0.5000136945996665
5.465390175031935e-07,0.5000136473228092
5.5e-07,0.5000137215510023
5.51e-07,0.5002721129098737
5.515796659391764e-07,0.5005220056422047
5.52e-07,0.5007253009688902
5.524424961052244e-07,0.5009268281705322
5.53152551809359e-07,0.501191003591594
5.539717632999024e-07,0.5013775198612038
5.547446162163381e-07,0.5014443010418796
5.555485725722344e-07,0.5014265818984517
5.564501568998036e-07,0.5013382153290938
5.575167853647769e-07,0.501185868587845
5.589130505854267e-07,0.5009653806111003
5.605913753428789e-07,0.5007184089779363
5.627234648310808e-07,0.5004657062800245
5.652431953844244e-07,0.5002543986139918
5.679109354388509e-07,0.5001104342721494
5.709090181380264e-07,0.5000142967351272
5.744982260831544e-07,0.499955769481578
5.789286754534662e-07,0.4999330137495894
5.845780351093528e-07,0.4999434737501349
5.910780351093528e-07,0.4999732145879922
5.975780351093527e-07,0.5000000839797478
6.040780351093527e-07,0.5000160062825496
6.105780351093527e-07,0.5000217224065439
6.170780351093526e-07,0.5000212972317039
6.235780351093526e-07,0.5000186018760779
6.300780351093525e-07,0.5000159910624636
6.365780351093525e-07,0.5000143570376036
6.430780351093525e-07,0.5000136945496201
6.465390175546762e-07,0.500013647274417
6.5e-07,0.5000137215042139
