VT("/Vout") (Iin=1.00e-03) X,VT("/Vout") (Iin=1.00e-03) Y
0,0.5000142892476785
3.5e-10,0.5000142937536894
1.05e-09,0.500014299639127
2.45e-09,0.5000143044696205
5.249999999999999e-09,0.500014302094179
8.749999999999999e-09,0.5000142962037533
1.225e-08,0.5000142925595533
1.575e-08,0.5000142909543838
1.925e-08,0.5000142904235281
2.275e-08,0.5000142903885139
2.624999999999999e-08,0.5000142905680499
2.974999999999999e-08,0.5000142908156732
3.324999999999999e-08,0.5000142910522922
3.674999999999999e-08,0.5000142912416666
4.024999999999999e-08,0.5000142913750504
4.374999999999998e-08,0.5000142914585538
4.724999999999998e-08,0.5000142915040493
5.074999999999998e-08,0.5000142915239104
5.424999999999998e-08,0.5000142915284597
5.774999999999998e-08,0.500014291525173
6.124999999999998e-08,0.500014291518892
6.474999999999998e-08,0.5000142915123817
6.824999999999998e-08,0.5000142915069299
7.174999999999998e-08,0.5000142915029528
7.524999999999998e-08,0.5000142915003631
7.874999999999997e-08,0.5000142914988818
8.224999999999997e-08,0.5000142914981767
8.574999999999997e-08,0.5000142914979496
8.924999999999997e-08,0.5000142914979893
9.274999999999997e-08,0.500014291498136
9.624999999999997e-08,0.500014291498292
9.812499999999999e-08,0.5000142914983722
1e-07,0.5000142914984467
1.000545888703161e-07,0.4998774189236591
1.001501563373434e-07,0.4992956166970344
1.002442467595561e-07,0.4981749685846535
1.003195628146586e-07,0.4968806314381841
1.004192175910793e-07,0.4947315315557137
1.005098214640914e-07,0.4925128882618752
1.005911537940445e-07,0.4904710403143437
1.006677558648664e-07,0.4886521388645811
1.007418359240302e-07,0.4871154449728143
1.008164458064749e-07,0.4858962056230328
1.008947554746284e-07,0.4850591284532909
1.009473777373142e-07,0.4847770729827958
1.01e-07,0.4847316267488365
1.010198621234782e-07,0.4848197374689995
1.010457723654589e-07,0.4850094224598501
1.010770878618226e-07,0.485399142363249
1.011173932898373e-07,0.4862085775197155
1.01168327644581e-07,0.4877823747500214
1.012301711665345e-07,0.490568093416447
1.013096264154792e-07,0.4955677224081266
1.014005054222136e-07,0.5031703260926296
1.014918875284686e-07,0.5126988600907924
1.015780921333539e-07,0.5232654431947018
1.016602852390569e-07,0.5346302257435327
1.017426526388557e-07,0.5471614217790706
1.018281440805045e-07,0.5612675634378143
1.019192191962336e-07,0.577422937167242
1.02e-07,0.5926572040491175
1.020367455540669e-07,0.5998698237801317
1.020820286633444e-07,0.6088239972852244
1.021202777609323e-07,0.6164362106281069
1.021967759561082e-07,0.6317178804095502
1.022815414513099e-07,0.6486413279714218
1.023721763231522e-07,0.6666358625549319
1.02478946972106e-07,0.6876183150798113
1.026073475774983e-07,0.7124658232112218
1.027648139459772e-07,0.7422797660855698
1.029537902326741e-07,0.7769992865642458
1.031685418668395e-07,0.8149178511727805
1.033992558405087e-07,0.8536684983223415
1.036367139529436e-07,0.8912079507991731
1.038742824535884e-07,0.9261669464308936
1.04108385454921e-07,0.9578416704351187
1.043381911049942e-07,0.9860195789621444
1.045649157533502e-07,1.010756092817618
1.04791327088846e-07,1.032199813166758
1.050218461386743e-07,1.050484737358085
1.052638359650503e-07,1.065659758833222
1.055326913000059e-07,1.077591029499791
1.056181118792455e-07,1.080295525582069
1.057889530377248e-07,1.084157655994921
1.061306353546833e-07,1.086013197778651
1.063918312466976e-07,1.08251185069009
1.066208797398555e-07,1.076258928012769
1.068426103291838e-07,1.067680437944264
1.070526189911732e-07,1.057537098496482
1.072583110049246e-07,1.045956321645979
1.07462563377086e-07,1.033093282873712
1.076663999931556e-07,1.019141679340351
1.078717430470618e-07,1.004192310459146
1.080804976050546e-07,0.9882971846776286
1.082946563197726e-07,0.9714751135191129
1.085163297734121e-07,0.9537210316417953
1.087476824264035e-07,0.9350226500850051
1.089910202268646e-07,0.9153648074669926
1.09248932575675e-07,0.8947293451817118
1.09524498639561e-07,0.8730915703000418
1.098216134459e-07,0.8504119819256095
1.101455513411629e-07,0.8266197870817908
1.10331246028651e-07,0.8134627285058538
1.105240253356045e-07,0.8002058806368062
1.106973201344507e-07,0.788653550565928
1.110439097321432e-07,0.766620455989556
1.112099438344457e-07,0.7565755169358717
1.115420120390507e-07,0.737479509393884
1.117121143345013e-07,0.7282069692200566
1.120523189254023e-07,0.710671407275096
1.12230134291592e-07,0.7020306846774386
1.124416710115684e-07,0.692204515113333
1.126337506795967e-07,0.6836951834822115
1.128366673151517e-07,0.6751166753201849
1.130412919647193e-07,0.6668761614517182
1.132529446273777e-07,0.6587664696300403
1.134704628725804e-07,0.6508490434468318
1.136951921572468e-07,0.6430895056317516
1.139274029994726e-07,0.635494802896054
1.141677928467797e-07,0.6280580658310556
1.144168714306672e-07,0.6207796458101635
1.14675207793555e-07,0.613658759525428
1.149435596778779e-07,0.6066906144514173
1.1522240987013e-07,0.5998787563834621
1.155122611798458e-07,0.5932263698082598
1.158135647023657e-07,0.5867379556127642
1.161267760330372e-07,0.5804179386405709
1.164523619744468e-07,0.5742706560330457
1.167908348051634e-07,0.5682999086961752
1.171427832803355e-07,0.5625087693915255
1.174618308270624e-07,0.5575993268642908
1.178455410097614e-07,0.5520882475565062
1.18193436013813e-07,0.5474361822853715
1.186089649007346e-07,0.5422741281481012
1.189855041304163e-07,0.5379404358668775
1.193538646776878e-07,0.5339940819491004
1.197395914977108e-07,0.5301498876893173
1.201370816812234e-07,0.5264750306809052
1.205471029961314e-07,0.5229674267447841
1.209741452909086e-07,0.5195978876169161
1.214199380573416e-07,0.5163666847452861
1.218861305952939e-07,0.5132772262734031
1.223752483141507e-07,0.5103299780588663
1.228900976130574e-07,0.5075277183267306
1.234339512112585e-07,0.5048749603091865
1.24010921379087e-07,0.5023770970302105
1.246262383675094e-07,0.5000408716184744
1.252867300690235e-07,0.4978747743988621
1.260016606863228e-07,0.495889503684852
1.267841827308658e-07,0.4940988954399907
1.276541350490672e-07,0.4925216436382053
1.286441900349062e-07,0.491184790958624
1.298162572727984e-07,0.4901322191160966
1.313162001745284e-07,0.4894552290388309
1.329014584978744e-07,0.4893686716902989
1.345660973778501e-07,0.4897791480821423
1.363114079460722e-07,0.4905755184207817
1.379112879650854e-07,0.4915060687672551
1.394080412791847e-07,0.4924630716667562
1.408696202378562e-07,0.4934173758140517
1.423162565055061e-07,0.4943389610952727
1.437712853432423e-07,0.4952137055579981
1.452620314268618e-07,0.4960360290557815
1.468093572169052e-07,0.4967987761931255
1.48438245975842e-07,0.49749701269384
1.5e-07,0.4980667762472866
1.500509152289175e-07,0.4979673852862989
1.501420910727996e-07,0.4974822970621677
1.502318135130582e-07,0.4965031622771501
1.503066266745687e-07,0.4952935865284248
1.504059551970739e-07,0.4932295381401873
1.505123411511236e-07,0.4906720539569151
1.506126026018681e-07,0.4882094586393875
1.507093951168866e-07,0.4860554580035218
1.508041843453191e-07,0.4843926706598363
1.508975715898745e-07,0.4833586946391071
1.509487857949372e-07,0.4830808459277532
1.51e-07,0.4830242282644307
1.510226818440751e-07,0.4831288747316935
1.510487693654944e-07,0.4833280460331274
1.51081839983811e-07,0.4837580350861206
1.511252509615439e-07,0.484681810640385
1.511899367598512e-07,0.4869014231569742
1.51272198338438e-07,0.4912464142397882
1.51379959420065e-07,0.4994660096992723
1.514866097546133e-07,0.5102325773531524
1.515942871081368e-07,0.5234903414181606
1.516984964234303e-07,0.5383468684777029
1.518013659227263e-07,0.5547439196350868
1.519081094945634e-07,0.5733813912389482
1.52e-07,0.5906342879138733
1.520373047820578e-07,0.5979564470480456
1.520847763115915e-07,0.6073438680302661
1.521240872653342e-07,0.6151675294197134
1.522027091728196e-07,0.630868435452129
1.523030822580506e-07,0.6508799574416575
1.524124062602638e-07,0.6725056077140085
1.525422199602814e-07,0.6978344857350965
1.526997354458912e-07,0.7279461413470071
1.528922610275599e-07,0.7636998643513226
1.531190656819589e-07,0.8041798339036856
1.533677806452252e-07,0.8463312878356652
1.536239389272692e-07,0.8870573169197503
1.538778995621274e-07,0.9244788984478213
1.541251229062896e-07,0.9578081084104549
1.543648525504013e-07,0.9869365838848176
1.545989172045214e-07,1.012088377497175
1.548308955816694e-07,1.033572792340716
1.550661057495844e-07,1.051647316217021
1.553131092375525e-07,1.066440742507449
1.555900557137257e-07,1.07784116483398
1.556747475553761e-07,1.080234843344432
1.558441312386769e-07,1.08351836293825
1.561828986052787e-07,1.084403631341218
1.564379646195873e-07,1.080416659088199
1.566648806698977e-07,1.073828592242132
1.568857657604765e-07,1.064968988156937
1.570952019018776e-07,1.054609713631462
1.573006741243459e-07,1.042849902457955
1.575049053435855e-07,1.029841240989519
1.577089917371469e-07,1.015765416596951
1.579149467484574e-07,1.000699623761052
1.581246933792461e-07,0.9846890070959944
1.583402207695452e-07,0.9677494204125281
1.585636296695886e-07,0.9498756280582474
1.587970848684445e-07,0.9310564339571045
1.590429176931154e-07,0.9112776236903436
1.59303777111625e-07,0.8905211765516511
1.59582849614917e-07,0.8687611749558288
1.598842134837224e-07,0.845954570015629
1.602134673721185e-07,0.8220223703423447
1.603984400928271e-07,0.8090681195808808
1.605917511530269e-07,0.7959363498830843
1.607649935118544e-07,0.7845345267427032
1.611114782295095e-07,0.762801975859582
1.612781026472031e-07,0.752862170905486
1.616113514825903e-07,0.7339779194352287
1.617824786512935e-07,0.7247916248067908
1.621247329886999e-07,0.7074302054391909
1.623040001065121e-07,0.6988627545045989
1.625173354902355e-07,0.6891215532805701
1.627112881043898e-07,0.6806796796232472
1.629162892504871e-07,0.6721689770358076
1.631231697657863e-07,0.663991527209328
1.633372706631783e-07,0.6559434646220226
1.635574232845466e-07,0.6480857106822094
1.637849746589693e-07,0.6403848243281623
1.640201909119163e-07,0.6328480559303028
1.642637644616006e-07,0.6254690701663864
1.645161974542174e-07,0.6182486239668863
1.647781201694675e-07,0.6111845006295613
1.65050200638716e-07,0.6042746688179164
1.653329268508571e-07,0.5975225176739286
1.656267844707546e-07,0.5909316257688922
1.659322266176214e-07,0.5845064043593087
1.662497143477683e-07,0.5782511707385667
1.665797322121599e-07,0.5721699949577153
1.669228213416768e-07,0.5662663437273312
1.672796125278802e-07,0.560542905132457
1.676030357602406e-07,0.555694008648991
1.679922609290645e-07,0.5502511447950711
1.683451035621649e-07,0.5456609757043048
1.686897392158206e-07,0.5414703397342007
1.691230062912997e-07,0.5365797041088399
1.695141956561623e-07,0.532499957928781
1.698989140387485e-07,0.5287758163018088
1.703050104738782e-07,0.5251319852643644
1.707247718789086e-07,0.521653304203203
1.711589724928608e-07,0.5183404374982964
1.716127878451091e-07,0.5151653332433951
1.720882045263904e-07,0.5121305586494441
1.725872821742863e-07,0.5092410233410966
1.731132290621599e-07,0.5064984549451241
1.736697206744793e-07,0.5039071011204438
1.742612043070178e-07,0.5014731164172317
1.748934636280788e-07,0.4992038265804707
1.75574169139947e-07,0.4971084155832988
1.763138712098699e-07,0.4951986502034713
1.771278676462851e-07,0.4934899635611211
1.780399331033196e-07,0.4920036734698263
1.790910416126973e-07,0.4907717817038451
1.803653075783592e-07,0.4898498144339712
1.818961740791908e-07,0.4893956515721322
1.835106667710543e-07,0.489499086343385
1.852119717066525e-07,0.4900621809888815
1.868909015384328e-07,0.4909144138165472
1.884447376314512e-07,0.491855015706873
1.899258216411409e-07,0.4928111843497861
1.913794782253213e-07,0.4937529087343864
1.928271940926345e-07,0.4946568544501775
1.942936678425941e-07,0.4955124361509484
1.958038694413532e-07,0.4963135448961554
1.973785456525358e-07,0.4970531410531254
1.986892728262679e-07,0.4975922391561702
2e-07,0.4980628531942173
2.000472558561458e-07,0.4979808698096757
2.001326795967304e-07,0.4975676079837119
2.0021781528801e-07,0.4967053259794267
2.002910670242668e-07,0.4955837975149974
2.003881309301005e-07,0.493632031732569
2.004953187537137e-07,0.4910818770288856
2.005959665916972e-07,0.4885825140382558
2.006933105744275e-07,0.4863449725790237
2.007880900423702e-07,0.4845774232663425
2.008817229654998e-07,0.4834139648862289
2.009408614827499e-07,0.4830273793976211
2.01e-07,0.48293425490125
2.010236381156146e-07,0.4830440593376048
2.010508437230573e-07,0.4832570155146893
2.010839025630813e-07,0.4836974991250017
2.011275882122975e-07,0.4846445289624726
2.011924436255531e-07,0.4869021380009652
2.012752418297249e-07,0.4913256920529313
2.013829855229718e-07,0.4996142249163263
2.014896210696769e-07,0.5104431765540149
2.015973838324624e-07,0.5237702163366693
2.017014533748032e-07,0.5386572658007149
2.018043447337357e-07,0.5551017776245794
2.019112190305185e-07,0.5738046812065494
2.02e-07,0.5904910520196071
2.020376359784408e-07,0.5978782262300989
2.020849299940149e-07,0.607230333778199
2.021241071685761e-07,0.6150269287227669
2.022024615176985e-07,0.6306735506707289
2.023029039073749e-07,0.6506982081021806
2.024122270194393e-07,0.6723233194201068
