VT("/Vout") (Iin=1.90e-06) X,VT("/Vout") (Iin=1.90e-06) Y
0,0.5000142903050083
5e-11,0.5000142602957829
1e-10,0.5001623990603432
1.5e-10,0.5001332852773744
1.75e-10,0.5000946978836579
2e-10,0.5000595642220802
2.5e-10,0.500012197238458
3e-10,0.4998797550892911
3.25e-10,0.4998569464226244
3.5e-10,0.4998885833929421
3.749999999999999e-10,0.4999613988466605
4e-10,0.5000659991787736
4.25e-10,0.5001089857251376
4.499999999999999e-10,0.5000699391268913
4.749999999999999e-10,0.5000398042713142
4.999999999999999e-10,0.5000431726904763
5.249999999999999e-10,0.50002208269297
5.5e-10,0.4999632154259623
6e-10,0.499851205105574
6.25e-10,0.4998532060353874
6.5e-10,0.499910122295427
7.000000000000001e-10,0.5001192341708786
7.250000000000001e-10,0.5001569798547258
7.500000000000001e-10,0.5001105186359966
7.750000000000001e-10,0.5000520687763786
8.000000000000001e-10,0.5000047645653741
8.250000000000001e-10,0.4999748811312503
8.500000000000002e-10,0.4999610505225925
9.000000000000002e-10,0.5000786375198002
9.250000000000002e-10,0.5000505343260583
9.500000000000002e-10,0.499911570599026
9.75e-10,0.4997966380305295
9.875000000000002e-10,0.4997592790186876
1e-09,0.4997390230710446
1.025e-09,0.4997535088228879
1.05e-09,0.499789919329259
1.075e-09,0.4998610100156421
1.1e-09,0.4999660506106967
1.15e-09,0.5000658878979587
1.175e-09,0.5000393255898439
1.2e-09,0.4999600099561328
1.229009681206153e-09,0.4999367426681171
1.25e-09,0.4999808098547661
1.275e-09,0.500023099225405
1.3e-09,0.500036180149
1.325e-09,0.5000234282899818
1.350000000000001e-09,0.4999905044157278
1.400000000000001e-09,0.4999513267928845
1.425000000000001e-09,0.4999655180569761
1.450000000000001e-09,0.5000071082132154
1.500000000000001e-09,0.5000231310895029
1.525000000000001e-09,0.5000399538473618
1.550000000000001e-09,0.5000782163121794
1.600000000000001e-09,0.5001664798490802
1.650000000000001e-09,0.5002709096514852
1.700000000000001e-09,0.500260787183367
1.725000000000001e-09,0.5002513101965012
1.750000000000001e-09,0.5002554401508869
1.800000000000001e-09,0.5001919835832956
1.825000000000001e-09,0.5002013716079102
1.850000000000001e-09,0.5002658311149968
1.875000000000001e-09,0.5003864641413245
1.900000000000001e-09,0.5005573603840714
1.927206138767211e-09,0.5006636116602369
1.950000000000001e-09,0.5006678795851948
1.975e-09,0.5006496135806747
2e-09,0.5006287311713608
2.025000000000001e-09,0.5006569306692001
2.050000000000001e-09,0.5007129317201678
2.075000000000001e-09,0.5007857725341538
2.100000000000001e-09,0.5008703832899807
2.150000000000001e-09,0.5008860748853009
2.175000000000001e-09,0.5008973910544497
2.200000000000001e-09,0.5009430743187925
2.225000000000001e-09,0.500976973452197
2.250000000000001e-09,0.5009846779798118
2.300000000000002e-09,0.5009263589065954
2.350000000000001e-09,0.5008865815328958
2.375000000000001e-09,0.5008658597050438
2.400000000000001e-09,0.5008419033968575
2.450000000000001e-09,0.5007853441945265
2.475000000000001e-09,0.5008505679864957
2.500000000000001e-09,0.5010090567893487
2.525000000000001e-09,0.5011346264740469
2.537500000000001e-09,0.5011748345008541
2.550000000000001e-09,0.5011966204826058
2.575000000000002e-09,0.501218588107142
2.600000000000001e-09,0.5012230267348106
2.650000000000001e-09,0.5011891000032893
2.700000000000001e-09,0.5012552321306315
2.725000000000001e-09,0.5012758942313563
2.750000000000001e-09,0.5012691528004805
2.800000000000002e-09,0.5013616184148297
2.825000000000002e-09,0.5013422278526445
2.850000000000002e-09,0.5012387847037774
2.875000000000002e-09,0.5011834153033651
2.887500000000002e-09,0.5011835988469805
2.900000000000002e-09,0.5012049815129556
2.925000000000001e-09,0.5012338329366808
2.950000000000002e-09,0.5012331795230968
2.975000000000002e-09,0.501275815203281
3.000000000000002e-09,0.5013767656455156
3.050000000000001e-09,0.5015146530219681
3.075000000000001e-09,0.5015744295926453
3.100000000000002e-09,0.5016387294502446
3.150000000000002e-09,0.501607469761435
3.175000000000002e-09,0.5015794345606531
3.200000000000002e-09,0.5015697240477052
3.225000000000002e-09,0.5015754201626438
3.250000000000002e-09,0.5015955899171263
3.300000000000002e-09,0.5015561860960702
3.325000000000002e-09,0.5015596835845881
3.350000000000002e-09,0.5015996943450604
3.375000000000002e-09,0.5016024443320205
3.400000000000002e-09,0.5015518616484087
3.425000000000002e-09,0.5015352053982058
3.450000000000002e-09,0.5015718285582195
3.475000000000002e-09,0.5016195968688909
3.500000000000002e-09,0.5016663075736236
3.550000000000002e-09,0.5016447440025479
3.575000000000002e-09,0.5016473653748305
3.600000000000002e-09,0.5016848850208618
3.625000000000002e-09,0.5016712036341437
3.650000000000002e-09,0.5015872463396338
3.675000000000002e-09,0.5015295722405443
3.700000000000002e-09,0.5015239144088903
3.725000000000002e-09,0.501521338972663
3.750000000000002e-09,0.5015059686205682
3.775000000000002e-09,0.5015033705895439
3.800000000000002e-09,0.501521419713751
3.850000000000001e-09,0.5016534743577824
3.900000000000001e-09,0.5016633449515686
3.925e-09,0.5016598048333045
3.950000000000001e-09,0.5016683834722245
4.000000000000001e-09,0.50167080471467
4.05e-09,0.5017283535020139
4.099999999999999e-09,0.5017371119833509
4.149999999999999e-09,0.5015133610542671
4.174999999999999e-09,0.5014245185054419
4.199999999999999e-09,0.5013923655014287
4.224999999999998e-09,0.5013868219114653
4.249999999999998e-09,0.5013976550636418
4.299999999999999e-09,0.501467729268618
4.349999999999998e-09,0.5016607273979559
4.399999999999997e-09,0.5016593873450854
4.424999999999997e-09,0.5016703267519235
4.449999999999997e-09,0.5017209355410568
4.474999999999997e-09,0.501716992380798
4.499999999999996e-09,0.5016375128920815
4.524999999999996e-09,0.5015620993161577
4.549999999999996e-09,0.5015142484474188
4.574999999999996e-09,0.5014656677396894
4.599999999999996e-09,0.5014080267067428
4.624999999999995e-09,0.501429540664595
4.649999999999995e-09,0.5015467767297626
4.674999999999996e-09,0.5016543410837716
4.699999999999995e-09,0.5017225387374632
4.724999999999994e-09,0.5017460465499372
4.749999999999995e-09,0.5017283736197394
4.799999999999995e-09,0.5015934463050129
4.849999999999994e-09,0.5015295958131142
4.874999999999994e-09,0.5015230545933792
4.899999999999993e-09,0.5015299823339254
4.949999999999992e-09,0.5014689317798247
4.974999999999992e-09,0.5014183531049591
4.999999999999993e-09,0.5013596704260943
5.049999999999993e-09,0.5012038976334859
5.099999999999992e-09,0.5011313728710719
5.124999999999991e-09,0.5010940571216682
5.149999999999992e-09,0.5010430556747372
5.199999999999992e-09,0.5009737745596866
5.249999999999991e-09,0.5009643894161894
5.29999999999999e-09,0.5009892590812627
5.34999999999999e-09,0.5010430062806718
5.39999999999999e-09,0.5011077361394409
5.449999999999989e-09,0.5012170919150032
5.499999999999989e-09,0.501140220697093
5.524999999999988e-09,0.5011004281891328
5.549999999999988e-09,0.5010865119033969
5.574999999999989e-09,0.501094569723295
5.599999999999988e-09,0.5011203311343811
5.649999999999987e-09,0.5012263361517946
5.699999999999987e-09,0.501109316950585
5.724999999999987e-09,0.5010784152966782
5.749999999999987e-09,0.5011076170091067
5.774999999999987e-09,0.5011451424654373
5.799999999999987e-09,0.5011735006460465
5.824999999999986e-09,0.5011617339722706
5.849999999999986e-09,0.5011091445892055
5.899999999999987e-09,0.5010758194484919
5.924999999999986e-09,0.5011171207782393
5.949999999999985e-09,0.5011993468774126
5.974999999999986e-09,0.5012368783138592
5.999999999999985e-09,0.5012123101848693
6.024999999999984e-09,0.5011566244801432
6.049999999999985e-09,0.5010816921107799
6.099999999999985e-09,0.5010451324508293
6.124999999999985e-09,0.5010510706470921
6.149999999999984e-09,0.5010578336605958
6.199999999999983e-09,0.5010342267331603
