eye_VT("/Vout") X,eye_VT("/Vout") Y
0,0.5228414336168196
5e-11,0.5228412428881777
1e-10,0.5228863899021914
1.5e-10,0.5227071194691857
1.75e-10,0.5226334078749939
2e-10,0.5226064212727239
2.25e-10,0.5226286135568952
2.5e-10,0.5226932629211168
3e-10,0.5228616064197805
3.25e-10,0.5228969295489425
3.5e-10,0.5228769690363965
3.749999999999999e-10,0.5228753810367808
4e-10,0.5229135321485078
4.25e-10,0.5229572257702394
4.499999999999999e-10,0.5229933249186258
4.999999999999999e-10,0.523117023373626
5.5e-10,0.5230125373709028
5.75e-10,0.5229666549536921
6e-10,0.522961828069377
6.25e-10,0.5229578364051047
6.5e-10,0.5229429999532677
7.000000000000001e-10,0.5229976312823922
7.250000000000001e-10,0.5229841793882919
7.500000000000001e-10,0.5229156386149162
7.750000000000001e-10,0.5228492235225635
8.000000000000001e-10,0.5228025689384854
8.250000000000001e-10,0.5228002899585188
8.500000000000002e-10,0.522842498141626
8.750000000000002e-10,0.5228405677496726
9.000000000000002e-10,0.522775300208421
9.250000000000002e-10,0.5227288576923476
9.500000000000002e-10,0.5227208745059135
9.75e-10,0.5227215987959269
1e-09,0.5227216444731928
1.05e-09,0.5228966836601512
1.075e-09,0.5229204357556417
1.1e-09,0.5228815148155552
1.125e-09,0.5228636995704994
1.15e-09,0.5228871079297482
1.175e-09,0.5229265968327155
1.2e-09,0.5229732837633405
1.25e-09,0.5230313314890279
1.3e-09,0.5230130334760612
1.350000000000001e-09,0.5229956682424258
1.400000000000001e-09,0.5229293492620241
1.450000000000001e-09,0.5228128829783681
1.500000000000001e-09,0.5226683556295676
1.550000000000001e-09,0.522603853421119
1.600000000000001e-09,0.5227056326220185
1.650000000000001e-09,0.5229158502864512
1.700000000000001e-09,0.5230121159682463
1.725000000000001e-09,0.5230347255934162
1.750000000000001e-09,0.5230510500525524
1.800000000000001e-09,0.5230566468665367
1.850000000000001e-09,0.523108725325099
1.900000000000001e-09,0.5230999370551851
1.950000000000001e-09,0.5230243445655876
2e-09,0.5231435863687344
2.025000000000001e-09,0.5231277209387187
2.050000000000001e-09,0.5230414610430776
2.075000000000001e-09,0.5229848499320955
2.100000000000001e-09,0.5229812427149507
2.125000000000001e-09,0.5230113608695378
2.150000000000001e-09,0.5230657180607943
2.200000000000002e-09,0.5231260237332448
2.225000000000001e-09,0.5231705850656765
2.250000000000001e-09,0.5232362616314203
2.300000000000001e-09,0.5232268357832076
2.325000000000001e-09,0.5232170735591796
2.350000000000001e-09,0.5232310119116631
2.375000000000001e-09,0.5232946263502988
2.400000000000001e-09,0.5234082538617055
2.425000000000001e-09,0.5234755602515264
2.450000000000001e-09,0.5234744784911
2.475000000000001e-09,0.5234384056124206
2.500000000000001e-09,0.5233819966524915
2.550000000000001e-09,0.5233579733030277
2.575000000000001e-09,0.5233863673923955
2.600000000000001e-09,0.5234362816432366
2.650000000000002e-09,0.5235125208802984
2.675000000000002e-09,0.5235261688454592
2.700000000000001e-09,0.5235212580102296
2.750000000000001e-09,0.5235163017179824
2.800000000000001e-09,0.5236910364102525
2.825000000000001e-09,0.523762203465056
2.850000000000002e-09,0.5237907193237176
2.875000000000002e-09,0.5238107017595818
2.900000000000002e-09,0.5238336119042908
2.950000000000001e-09,0.5238901684027787
3.000000000000002e-09,0.5239409028087051
3.050000000000002e-09,0.5239664423405525
3.100000000000002e-09,0.5239522288120873
3.150000000000002e-09,0.5238862380177598
3.200000000000002e-09,0.5238511881769898
3.250000000000002e-09,0.5238777238773583
3.300000000000002e-09,0.5240202455421937
3.350000000000002e-09,0.5240343090477982
3.375000000000002e-09,0.5240209830458811
3.400000000000002e-09,0.5240062603664435
3.450000000000002e-09,0.5239595891412758
3.500000000000002e-09,0.5240720277212629
3.525000000000002e-09,0.5241860039688853
3.550000000000002e-09,0.52433050735262
3.577718565424381e-09,0.5243810888112264
3.600000000000002e-09,0.5243231134080353
3.625000000000002e-09,0.5242709267837972
3.650000000000002e-09,0.5242625968350625
3.675000000000002e-09,0.5242637696947432
3.700000000000002e-09,0.5242624810273689
3.750000000000002e-09,0.5242399498992903
3.800000000000002e-09,0.5242467493734149
3.850000000000001e-09,0.5242718252989577
3.900000000000001e-09,0.5242257633536889
3.950000000000001e-09,0.5242685774741535
3.975000000000001e-09,0.5242973163902932
4e-09,0.5243207599326368
4.049999999999999e-09,0.5242743303535873
4.099999999999999e-09,0.5242663359441607
4.124999999999999e-09,0.5242859505582191
4.149999999999999e-09,0.5243232009793618
4.2e-09,0.5243930424240614
4.249999999999998e-09,0.5244639075548467
4.299999999999998e-09,0.5245191516881005
4.349999999999998e-09,0.5245832776598676
4.399999999999997e-09,0.5244323901905485
4.424999999999997e-09,0.5243983108098205
4.449999999999997e-09,0.5244362945026165
4.474999999999997e-09,0.5244893917872179
4.499999999999996e-09,0.52453876166698
4.524999999999996e-09,0.5245249425440942
4.549999999999996e-09,0.5244381394162169
4.574999999999996e-09,0.5243727644531608
4.599999999999996e-09,0.5243531576524694
4.624999999999995e-09,0.5243302378675371
4.649999999999995e-09,0.5242897153730972
4.699999999999996e-09,0.5242387327086284
4.749999999999995e-09,0.5242970126973175
4.799999999999994e-09,0.5242566068096033
4.824999999999994e-09,0.5242517482930141
4.849999999999994e-09,0.524275622144462
4.899999999999994e-09,0.5242542680263294
4.924999999999994e-09,0.5242365341443078
4.949999999999993e-09,0.5242238985263665
4.999999999999992e-09,0.5242718426314171
5.049999999999992e-09,0.5242536265741191
5.074999999999993e-09,0.5242563717928179
5.099999999999992e-09,0.524277267675176
5.149999999999991e-09,0.5243812035816936
5.199999999999991e-09,0.5244302614955177
5.224999999999991e-09,0.5244140021493573
5.249999999999991e-09,0.5243672720355802
5.299999999999991e-09,0.5243410252825643
5.324999999999991e-09,0.5243154439117877
5.34999999999999e-09,0.5242635002301048
5.399999999999989e-09,0.5241949383199809
5.424999999999989e-09,0.5241810607849724
5.449999999999989e-09,0.5241805101138824
5.49999999999999e-09,0.524275095898702
5.549999999999988e-09,0.5242884162983468
5.574999999999989e-09,0.5242753096450891
5.599999999999988e-09,0.5242533907226107
5.649999999999987e-09,0.5240482803306501
