sqrt(iinteg(leafValue( VNIN("/tp/xph2sei/xph2sei107/ams_cds_isr_s35/Sim/csa_miniprojet2/sch_bench/maestro/results/maestro/ExplorerRun.0/psf/csa_miniprojet2_sch_bench_1") "Iin" 1.9e-06 )**2)) X,sqrt(iinteg(leafValue( VNIN("/tp/xph2sei/xph2sei107/ams_cds_isr_s35/Sim/csa_miniprojet2/sch_bench/maestro/results/maestro/ExplorerRun.0/psf/csa_miniprojet2_sch_bench_1") "Iin" 1.9e-06 )**2)) Y
39.26986478874716,5.661784060882469e-10
40.17541726172751,5.679363435684393e-10
41.101851530093,5.69688929437538e-10
42.04964912240384,5.714362146132339e-10
43.01930267113875,5.731782492829086e-10
44.01131616874832,5.749150829202248e-10
45.02620522961289,5.766467643012957e-10
46.06449735804111,5.78373341520446e-10
47.12673222244849,5.800948620055829e-10
48.2134619358584,5.818113725331848e-10
49.32525134287136,5.83522919242925e-10
50.46267831325181,5.852295476519417e-10
51.62633404228481,5.869313026687662e-10
52.816823358059,5.88628228606919e-10
54.03476503583534,5.903203691981892e-10
55.28079211966514,5.920077676056054e-10
56.55555225142449,5.936904664361077e-10
57.85970800743622,5.953685077529324e-10
59.19393724285413,5.970419330877183e-10
60.55893344398875,5.987107834523449e-10
61.95540608875759,6.003750993505123e-10
63.38408101544725,6.020349207890658e-10
64.84570079997914,6.036902872890832e-10
66.34102514187481,6.05341237896725e-10
67.87083125912152,6.06987811193858e-10
69.43591429214335,6.086300453084628e-10
71.03708771708776,6.102679779248264e-10
72.67518376864238,6.11901646293535e-10
74.35105387260194,6.135310872412664e-10
76.06556908840994,6.151563371803926e-10
77.81962056190535,6.16777432118399e-10
79.61411998850942,6.183944076671277e-10
81.4500000870935,6.200072990518469e-10
83.32821508477417,6.216161411201559e-10
85.24974121288751,6.232209683507311e-10
87.21557721440047,6.248218148619172e-10
89.22674486302299,6.26418714420171e-10
91.28428949429073,6.280117004483609e-10
93.38928054889442,6.296008060339288e-10
95.54281212853817,6.31186063936919e-10
97.74600356461582,6.327675065978802e-10
100.0000000000007,6.34345166145643e-10
102.3059729842516,6.359190744049775e-10
104.6651210825434,6.374892629041392e-10
107.0786704986403,6.390557628823055e-10
109.547875712234,6.406186052969047e-10
112.0740201309788,6.421778208308439e-10
114.658416757563,6.437334398996413e-10
117.3024088721622,6.452854926584653e-10
120.0073707306297,6.46834009009084e-10
122.7747082787878,6.483790186067273e-10
125.6058598831895,6.499205508668725e-10
128.5022970787318,6.514586349719474e-10
131.4655253335092,6.529932998779602e-10
134.4970848313033,6.545245743210605e-10
137.5985512721182,6.560524868240313e-10
140.7715366911738,6.575770657027165e-10
144.017690296787,6.5909833907239e-10
147.338699327573,6.60616334854067e-10
150.7362899294134,6.621310807807589e-10
154.2122280526478,6.636426044036801e-10
157.7683203699531,6.651509330984054e-10
161.4064152153906,6.666560940709846e-10
165.1284035451052,6.681581143640123e-10
168.9362199201801,6.696570208626618e-10
172.8318435121541,6.711528403006824e-10
176.8172991317271,6.726455992663632e-10
180.8946582811867,6.741353242084682e-10
185.0660402311038,6.756220414421418e-10
189.3336131218559,6.771057771547939e-10
193.699595090552,6.785865574119606e-10
198.1662554239434,6.800644081631458e-10
202.7359157379211,6.815393552476488e-10
207.4109511842111,6.830114244003773e-10
212.1937916848968,6.844806412576488e-10
217.086923195408,6.859470313629876e-10
222.0928889966356,6.874106201729118e-10
227.2142910168402,6.888714330627206e-10
232.4537911840457,6.903294953322812e-10
237.8141128096167,6.917848322118178e-10
243.2980420037423,6.932374688677042e-10
248.9084291235599,6.946874304082677e-10
254.6481902546724,6.961347418896003e-10
260.5203087268289,6.975794283213841e-10
266.5278366645565,6.990215146727319e-10
272.6738965735494,7.004610258780461e-10
278.9616829636396,7.018979868428975e-10
285.3944640091926,7.033324224499294e-10
291.9755832477921,7.047643575647855e-10
298.7084613180951,7.061938170420662e-10
305.5965977377618,7.076208257313172e-10
312.6435727223844,7.090454084830508e-10
319.8530490463592,7.104675901548042e-10
327.2287739466709,7.118873956172367e-10
334.7745810705765,7.133048497602678e-10
342.4943924682029,7.147199774992589e-10
350.3922206310938,7.161328037812433e-10
358.4721705777634,7.175433535912061e-10
366.7384419873443,7.189516519584134e-10
375.195331382435,7.203577239627996e-10
383.8472343622844,7.217615947414113e-10
392.6986478874728,7.231632894949108e-10
401.7541726172764,7.245628334941436e-10
411.0185153009313,7.259602520867731e-10
420.4964912240398,7.273555707039814e-10
430.1930267113889,7.287488148672449e-10
440.1131616874846,7.301400101951821e-10
450.2620522961303,7.315291824104802e-10
460.6449735804126,7.329163573469019e-10
471.2673222244864,7.343015609563765e-10
482.1346193585855,7.35684819316176e-10
493.2525134287152,7.370661586361817e-10
504.6267831325197,7.384456052662427e-10
516.2633404228498,7.398231857036317e-10
528.1682335805917,7.411989266005995e-10
540.3476503583552,7.425728547720292e-10
552.8079211966532,7.439449972031983e-10
565.5555225142468,7.453153810576493e-10
578.5970800743642,7.466840336851714e-10
591.9393724285433,7.48050982629898e-10
605.5893344398895,7.494162556385235e-10
619.554060887578,7.50779880668642e-10
633.8408101544746,7.521418858972109e-10
648.4570079997936,7.535022997291463e-10
663.4102514187502,7.548611508060495e-10
678.7083125912174,7.56218468015071e-10
694.3591429214357,7.575742804979142e-10
710.3708771708798,7.589286176599839e-10
726.7518376864261,7.60281509179685e-10
743.5105387260218,7.616329850178692e-10
760.6556908841019,7.629830754274411e-10
778.1962056190559,7.643318109631229e-10
796.1411998850966,7.65679222491383e-10
814.5000008709376,7.67025341200534e-10
833.2821508477444,7.683701986110023e-10
852.497412128878,7.697138265857762e-10
872.1557721440076,7.710562573410336e-10
892.2674486302329,7.723975234569557e-10
912.8428949429106,7.737376578887308e-10
933.8928054889475,7.75076693977754e-10
955.428121285385,7.764146654630257e-10
977.4600356461616,7.777516064927541e-10
1000.000000000011,7.790875516361667e-10
1023.05972984252,7.804225358955369e-10
1046.651210825438,7.817565947184269e-10
1070.786704986407,7.830897640101581e-10
1095.478757122344,7.84422080146508e-10
1120.740201309792,7.857535799866418e-10
1146.584167575635,7.870843008862857e-10
1173.024088721626,7.884142807111421e-10
1200.073707306302,7.897435578505573e-10
1227.747082787883,7.910721712314462e-10
1256.0585988319,7.924001603324768e-10
1285.022970787323,7.937275651985243e-10
1314.655253335097,7.950544264553963e-10
1344.970848313039,7.963807853248397e-10
1375.985512721187,7.977066836398317e-10
1407.715366911743,7.990321638601636e-10
1440.176902967876,8.003572690883219e-10
1473.386993275736,8.016820430856734e-10
1507.36289929414,8.030065302889621e-10
1542.122280526484,8.043307758271222e-10
1577.683203699538,8.056548255384162e-10
1614.064152153913,8.069787259879038e-10
1651.284035451059,8.083025244852468e-10
1689.362199201808,8.096262691028612e-10
1728.318435121548,8.109500086944195e-10
1768.172991317278,8.122737929137123e-10
1808.946582811875,8.135976722338767e-10
1850.660402311046,8.149216979669983e-10
1893.336131218567,8.162459222840941e-10
1936.995950905528,8.175703982354857e-10
1981.662554239442,8.188951797715687e-10
2027.359157379219,8.202203217639854e-10
2074.10951184212,8.215458800272134e-10
2121.937916848977,8.228719113405727e-10
2170.86923195409,8.241984734706634e-10
2220.928889966365,8.255256251942396e-10
2272.142910168412,8.268534263215303e-10
2324.537911840467,8.281819377200158e-10
2378.141128096177,8.295112213386669e-10
2432.980420037434,8.308413402326561e-10
2489.08429123561,8.321723585885495e-10
2546.481902546735,8.335043417499907e-10
2605.2030872683,8.348373562438859e-10
2665.278366645577,8.36171469807093e-10
2726.738965735506,8.375067514136331e-10
2789.616829636408,8.388432713024305e-10
2853.944640091939,8.401811010055877e-10
2919.755832477935,8.415203133772105e-10
2987.084613180965,8.428609826227899e-10
3055.965977377632,8.442031843291509e-10
3126.435727223858,8.455469954949802e-10
3198.530490463607,8.468924945619428e-10
3272.287739466724,8.482397614463943e-10
3347.74581070578,8.495888775717041e-10
3424.943924682045,8.509399259011999e-10
3503.922206310954,8.522929909717396e-10
3584.721705777652,8.536481589279256e-10
3667.384419873461,8.550055175569724e-10
3751.953313824368,8.563651563242365e-10
3838.472343622863,8.577271664094194e-10
3926.986478874747,8.590916407434589e-10
4017.541726172783,8.604586740461159e-10
4110.185153009333,8.618283628642686e-10
4204.964912240418,8.632008056109278e-10
4301.93026711391,8.645761026049837e-10
4401.131616874868,8.659543561116951e-10
4502.620522961325,8.673356703839329e-10
4606.449735804148,8.687201517041906e-10
4712.673222244887,8.701079084273743e-10
4821.346193585879,8.714990510243807e-10
4932.525134287176,8.728936921264792e-10
5046.267831325222,8.742919465705051e-10
5162.633404228523,8.756939314448827e-10
5281.682335805944,8.770997661364839e-10
5403.476503583578,8.785095723783381e-10
5528.079211966558,8.799234742982031e-10
5655.555225142495,8.813415984680116e-10
5785.970800743669,8.827640739542027e-10
5919.393724285462,8.841910323689519e-10
6055.893344398925,8.856226079223117e-10
6195.54060887581,8.870589374752744e-10
6338.408101544777,8.885001605937688e-10
6484.570079997968,8.899464196036028e-10
6634.102514187535,8.913978596463629e-10
6787.083125912207,8.928546287362849e-10
6943.591429214391,8.943168778181035e-10
7103.708771708833,8.957847608258951e-10
7267.518376864296,8.972584347429244e-10
7435.105387260253,8.987380596625062e-10
7606.556908841055,9.002237988498925e-10
7781.962056190597,9.017158188051956e-10
7961.411998851005,9.032142893273611e-10
8145.000008709415,9.047193835791977e-10
8332.821508477484,9.062312781534717e-10
8524.97412128882,9.077501531400864e-10
8721.557721440118,9.092761921943439e-10
8922.674486302372,9.108095826063058e-10
9128.42894942915,9.123505153712614e-10
9338.92805488952,9.138991852613109e-10
9554.281212853897,9.154557908980712e-10
9774.600356461664,9.170205348265138e-10
10000.00000000016,9.185936235899442e-10
10230.59729842525,9.201752678061257e-10
10466.51210825443,9.217656822445581e-10
10707.86704986412,9.233650859049172e-10
10954.78757122349,9.249737020966598e-10
11207.40201309798,9.265917585197991e-10
11465.8416757564,9.282194873468575e-10
11730.24088721632,9.298571253060006e-10
12000.73707306308,9.315049137653537e-10
12277.47082787889,9.331630988185066e-10
12560.58598831906,9.34831931371207e-10
12850.22970787329,9.36511667229247e-10
13146.55253335103,9.38202567187541e-10
13449.70848313045,9.39904897120394e-10
13759.85512721193,9.416189280729644e-10
14077.1536691175,9.433449363539167e-10
14401.76902967883,9.45083203629262e-10
14733.86993275743,9.468340170173814e-10
15073.62899294147,9.485976691852345e-10
15421.22280526491,9.50374458445741e-10
15776.83203699545,9.521646888563322e-10
16140.6415215392,9.539686703186674e-10
16512.84035451067,9.557867186795022e-10
16893.62199201816,9.576191558327042e-10
17283.18435121556,9.59466309822404e-10
17681.72991317287,9.613285149472696e-10
18089.46582811883,9.632061118658918e-10
18506.60402311055,9.650994477032662e-10
18933.36131218576,9.670088761583581e-10
19369.95950905537,9.689347576127338e-10
19816.62554239451,9.708774592402362e-10
20273.59157379229,9.728373551176938e-10
20741.0951184213,9.748148263366335e-10
21219.37916848987,9.768102611159804e-10
21708.692319541,9.788240549157212e-10
22209.28889966376,9.808566105515039e-10
22721.42910168423,9.829083383101493e-10
23245.37911840478,9.849796560660427e-10
23781.41128096188,9.870709893983829e-10
24329.80420037445,9.891827717092501e-10
24890.84291235621,9.913154443424639e-10
25464.81902546747,9.934694567031964e-10
26052.03087268312,9.956452663783011e-10
26652.78366645589,9.978433392573266e-10
27267.38965735518,1.000064149654167e-09
27896.16829636421,1.002308180429315e-09
28539.44640091952,1.004575923112671e-09
29197.55832477947,1.00686787802686e-09
29870.84613180978,1.009184554411023e-09
30559.65977377645,1.011526470545018e-09
31264.35727223871,1.01389415387399e-09
31985.30490463621,1.01628814113326e-09
32722.87739466738,1.018708978473469e-09
33477.45810705794,1.021157221585943e-09
34249.4392468206,1.023633435828193e-09
35039.22206310969,1.026138196349518e-09
35847.21705777667,1.028672088216635e-09
36673.84419873476,1.031235706539284e-09
37519.53313824384,1.03382965659574e-09
38384.72343622879,1.036454553958158e-09
39269.86478874764,1.039111024617713e-09
40175.417261728,1.041799705109432e-09
41101.8515300935,1.04452124263668e-09
42049.64912240436,1.047276295195202e-09
43019.30267113928,1.050065531696678e-09
44011.31616874886,1.05288963209169e-09
45026.20522961344,1.055749287492057e-09
46064.49735804168,1.058645200292431e-09
47126.73222244907,1.061578084291106e-09
48213.46193585899,1.064548664809952e-09
49325.25134287197,1.067557678813387e-09
50462.67831325243,1.070605875026338e-09
51626.33404228545,1.073694014051075e-09
52816.82335805965,1.076822868482878e-09
54034.765035836,1.079993223024419e-09
55280.79211966581,1.083205874598825e-09
56555.55225142519,1.086461632461296e-09
57859.70800743693,1.089761318309237e-09
59193.93724285486,1.09310576639081e-09
60558.9334439895,1.096495823611823e-09
61955.40608875836,1.099932349640896e-09
63384.08101544804,1.103416217012809e-09
64845.70079997995,1.106948311229975e-09
66341.02514187564,1.110529530861944e-09
67870.83125912237,1.114160787642892e-09
69435.91429214421,1.117843006566997e-09
71037.08771708864,1.121577125981652e-09
72675.18376864328,1.125364097678439e-09
74351.05387260286,1.129204886981805e-09
76065.56908841089,1.133100472835368e-09
77819.62056190633,1.137051847885807e-09
79614.11998851041,1.141060018564267e-09
81450.00008709452,1.145126005165231e-09
83328.21508477522,1.149250841922808e-09
85249.74121288859,1.153435577084386e-09
87215.57721440158,1.157681272981611e-09
89226.74486302413,1.161989006098647e-09
91284.28949429191,1.16635986713769e-09
93389.28054889562,1.170794961081689e-09
95542.8121285394,1.175295407254264e-09
97746.00356461707,1.179862339376793e-09
100000.000000002,1.184496905622634e-09
102305.9729842529,1.189200268668504e-09
104665.1210825448,1.193973605742968e-09
107078.6704986417,1.198818108672071e-09
109547.8757122354,1.20373498392209e-09
112074.0201309803,1.208725452639436e-09
114658.4167575645,1.213790750687706e-09
117302.4088721637,1.218932128681915e-09
120007.3707306313,1.224150852019937e-09
122774.7082787894,1.22944820091119e-09
125605.8598831911,1.234825470402596e-09
128502.2970787335,1.240283970401877e-09
131465.5253335109,1.245825025698242e-09
134497.0848313051,1.251449975980515e-09
137598.5512721199,1.257160175852789e-09
140771.5366911756,1.262956994847676e-09
144017.6902967889,1.268841817437241e-09
147338.6993275749,1.274816043041707e-09
150736.2899294154,1.280881086036049e-09
154212.2280526498,1.287038375754564e-09
157768.3203699552,1.293289356493558e-09
161406.4152153927,1.299635487512261e-09
165128.4035451074,1.30607824303212e-09
168936.2199201823,1.312619112234603e-09
172831.8435121564,1.319259599257683e-09
176817.2991317294,1.326001223191154e-09
180894.6582811891,1.332845518070973e-09
185066.0402311062,1.339794032872799e-09
189333.6131218584,1.346848331504935e-09
193699.5950905545,1.354009992800886e-09
198166.255423946,1.361280610511751e-09
202735.9157379237,1.368661793298688e-09
207410.9511842138,1.376155164725705e-09
212193.7916848995,1.383762363253031e-09
217086.9231954108,1.39148504223136e-09
222092.8889966384,1.399324869897257e-09
227214.2910168431,1.407283529370039e-09
232453.7911840487,1.415362718650464e-09
237814.1128096197,1.423564150621582e-09
243298.0420037454,1.431889553052117e-09
248908.4291235631,1.440340668602776e-09
254648.1902546756,1.448919254835901e-09
260520.3087268322,1.457627084228911e-09
266527.8366645598,1.466465944192003e-09
272673.8965735529,1.475437637090611e-09
278961.6829636431,1.484543980273154e-09
285394.4640091963,1.493786806104636e-09
291975.5832477959,1.503167962006696e-09
298708.4613180989,1.512689310504745e-09
305596.5977377658,1.52235272928286e-09
312643.5727223884,1.532160111247158e-09
319853.0490463634,1.542113364598404e-09
327228.7739466752,1.552214412914673e-09
334774.5810705808,1.562465195244903e-09
342494.3924682074,1.572867666214265e-09
350392.2206310984,1.583423796142304e-09
358472.1705777682,1.594135571174875e-09
366738.4419873492,1.605004993430942e-09
375195.33138244,1.616034081165389e-09
383847.2343622895,1.627224868949029e-09
392698.647887478,1.638579407867097e-09
401754.1726172817,1.650099765737527e-09
411018.5153009368,1.66178802735043e-09
420496.4912240453,1.67364629473023e-09
430193.0267113946,1.685676687421976e-09
440113.1616874905,1.697881342803436e-09
450262.0522961363,1.710262416424622e-09
460644.9735804187,1.722822082376473e-09
471267.3222244927,1.735562533690467e-09
482134.6193585919,1.748485982771016e-09
493252.5134287218,1.76159466186251e-09
504626.7831325264,1.77489082355297e-09
516263.3404228567,1.788376741316276e-09
528168.2335805988,1.802054710094979e-09
540347.6503583625,1.81592704692575e-09
552807.9211966606,1.829996091609514e-09
565555.5225142544,1.844264207428332e-09
578597.0800743719,1.858733781911117e-09
591939.3724285512,1.873407227650212e-09
605589.3344398977,1.888286983170891e-09
619554.0608875863,1.90337551385576e-09
633840.8101544832,1.918675312926028e-09
648457.0079998024,1.934188902481546e-09
663410.2514187592,1.949918834601441e-09
678708.3125912265,1.965867692507123e-09
694359.1429214451,1.982038091789314e-09
710370.8771708894,1.998432681700718e-09
726751.837686436,2.015054146515787e-09
743510.5387260319,2.031905206959001e-09
760655.6908841123,2.048988621702932e-09
778196.2056190666,2.066307188937305e-09
796141.1998851076,2.08386374801013e-09
814500.0008709488,2.101661181141952e-09
833282.1508477558,2.119702415214148e-09
852497.4121288896,2.137990423632163e-09
872155.7721440195,2.156528228264572e-09
892267.4486302451,2.175318901458779e-09
912842.8949429229,2.194365568134271e-09
933892.8054889601,2.213671407954328e-09
955428.1212853979,2.233239657577216e-09
977460.0356461747,2.253073612988021e-09
1000000.000000024,2.273176631912444e-09
1023059.729842533,2.293552136314096e-09
1046651.210825452,2.314203614977137e-09
1070786.704986422,2.335134626176355e-09
1095478.757122359,2.356348800437226e-09
1120740.201309807,2.37784984338886e-09
1146584.16757565,2.399641538713235e-09
1173024.088721642,2.421727751194636e-09
1200073.707306318,2.44411242987377e-09
1227747.082787899,2.46679961131167e-09
1256058.598831916,2.489793422969106e-09
1285022.97078734,2.513098086707951e-09
1314655.253335114,2.53671792242165e-09
1344970.848313056,2.56065735180269e-09
1375985.512721205,2.584920902255743e-09
1407715.366911762,2.60951321096596e-09
1440176.902967895,2.634439029132667e-09
1473386.993275755,2.659703226379555e-09
1507362.89929416,2.685310795353255e-09
1542122.280526504,2.711266856523017e-09
1577683.203699558,2.737576663195005e-09
1614064.152153934,2.764245606755542e-09
1651284.035451081,2.791279222158401e-09
1689362.19920183,2.81868319367205e-09
1728318.435121571,2.846463360903458e-09
1768172.991317301,2.87462572511588e-09
1808946.582811899,2.903176455858668e-09
1850660.40231107,2.932121897927935e-09
1893336.131218592,2.961468578677483e-09
1936995.950905553,2.991223215700125e-09
1981662.554239468,3.021392724900089e-09
2027359.157379246,3.051984228977824e-09
2074109.511842147,3.083005066349071e-09
2121937.916849004,3.114462800520607e-09
2170869.231954118,3.146365229945577e-09
2220928.889966394,3.178720398381792e-09
2272142.910168441,3.211536605776834e-09
2324537.911840497,3.244822419704175e-09
2378141.128096208,3.278586687374922e-09
2432980.420037465,3.312838548250062e-09
2489084.291235642,3.347587447278395e-09
2546481.902546768,3.382843148785493e-09
2605203.087268334,3.418615751039198e-09
2665278.366645611,3.454915701517183e-09
2726738.965735541,3.491753812902132e-09
2789616.829636444,3.529141279829881e-09
2853944.640091976,3.56708969641569e-09
2919755.832477972,3.605611074583411e-09
2987084.613181003,3.644717863221792e-09
3055965.977377671,3.684422968191507e-09
3126435.727223898,3.724739773205632e-09
3198530.490463648,3.765682161605232e-09
3272287.739466767,3.80726453905044e-09
3347745.810705824,3.849501857145911e-09
3424943.92468209,3.892409638017715e-09
3503922.206311,3.936003999856655e-09
3584721.705777698,3.980301683440621e-09
3667384.419873509,4.025320079645787e-09
3751953.313824417,4.071077257953372e-09
3838472.343622913,4.117591995955136e-09
3926986.478874798,4.164883809856827e-09
4017541.726172835,4.212972985974355e-09
4110185.153009386,4.261880613212584e-09
4204964.912240472,4.311628616511188e-09
4301930.267113965,4.362239791236059e-09
4401131.616874924,4.413737838488237e-09
4502620.522961383,4.466147401295232e-09
4606449.735804207,4.519494101641887e-09
4712673.222244947,4.57380457828966e-09
4821346.19358594,4.629106525324261e-09
4932525.134287239,4.685428731362054e-09
5046267.831325286,4.742801119335528e-09
5162633.404228589,4.801254786767394e-09
5281682.33580601,4.860822046431616e-09
5403476.503583646,4.921536467287911e-09
5528079.211966628,4.983432915563946e-09
5655555.225142566,5.046547595846894e-09
5785970.800743742,5.110918092032958e-09
5919393.724285536,5.176583407970322e-09
6055893.344399001,5.243584007617719e-09
6195540.608875887,5.311961854527474e-09
6338408.101544857,5.381760450448872e-09
6484570.079998049,5.453024872834931e-09
6634102.514187618,5.525801811023518e-09
6787083.125912292,5.600139600852353e-09
6943591.429214478,5.676088257457038e-09
7103708.771708922,5.753699505992159e-09
7267518.376864389,5.833026810007912e-09
7435105.387260348,5.914125397208935e-09
7606556.908841152,5.997052282318457e-09
7781962.056190696,6.08186628676968e-09
7961411.998851106,6.168628054947924e-09
8145000.008709518,6.257400066711777e-09
8332821.50847759,6.348246645929613e-09
8524974.121288927,6.441233964779676e-09
8721557.721440228,6.536430043577777e-09
8922674.486302484,6.633904745916804e-09
9128428.949429262,6.73372976892686e-09
9338928.054889636,6.835978628494196e-09
9554281.212854015,6.940726639311302e-09
9774600.356461784,7.048050889669589e-09
10000000.00000028,7.158030210950116e-09
10230597.29842537,7.270745141816758e-09
10466512.10825456,7.386277887169744e-09
10707867.04986426,7.504712271975625e-09
