Loop Gain dB20 X,Loop Gain dB20 Y
1,57.55371988965447
1.023059729842509,57.55371988954473
1.046651210825427,57.55371988942996
1.070786704986395,57.55371988931353
1.095478757122332,57.55371988918792
1.12074020130978,57.55371988906018
1.146584167575622,57.55371988892126
1.173024088721613,57.55371988878258
1.200073707306289,57.55371988862922
1.227747082787869,57.55371988847693
1.256058598831886,57.55371988831372
1.285022970787309,57.55371988814144
1.314655253335082,57.55371988796193
1.344970848313024,57.55371988777554
1.375985512721172,57.55371988757967
1.407715366911727,57.55371988737686
1.44017690296786,57.55371988715866
1.473386993275719,57.55371988693409
1.507362899294123,57.55371988669904
1.542122280526466,57.55371988645449
1.57768320369952,57.55371988619409
1.614064152153895,57.55371988592824
1.651284035451041,57.55371988564398
1.689362199201789,57.55371988535167
1.728318435121529,57.55371988503902
1.768172991317259,57.55371988471633
1.808946582811855,57.55371988437783
1.850660402311025,57.55371988402499
1.893336131218546,57.55371988365489
1.936995950905506,57.55371988326385
1.98166255423942,57.55371988285688
2.027359157379196,57.5537198824317
2.074109511842097,57.55371988198887
2.121937916848953,57.55371988152382
2.170869231954065,57.55371988103339
2.22092888996634,57.55371988052241
2.272142910168386,57.55371987999055
2.32453791184044,57.55371987942793
2.37814112809615,57.55371987884725
2.432980420037406,57.55371987823637
2.489084291235582,57.55371987758963
2.546481902546706,57.55371987692029
2.60520308726827,57.55371987621892
2.665278366645546,57.55371987548042
2.726738965735475,57.55371987471348
2.789616829636377,57.55371987390919
2.853944640091907,57.55371987306297
2.919755832477902,57.55371987218328
2.987084613180931,57.5537198712588
3.055965977377597,57.55371987029419
3.126435727223822,57.55371986928231
3.198530490463571,57.55371986822326
3.272287739466687,57.55371986711338
3.347745810705742,57.5537198659562
3.424943924682006,57.55371986474202
3.503922206310914,57.55371986347123
3.584721705777611,57.55371986214193
3.667384419873419,57.55371986074769
3.751953313824325,57.55371985929437
3.838472343622819,57.55371985776948
3.926986478874702,57.55371985617057
4.017541726172737,57.5537198545038
4.110185153009286,57.55371985275475
4.20496491224037,57.55371985092345
4.30193026711386,57.55371984900901
4.401131616874816,57.55371984700307
4.502620522961273,57.55371984490657
4.606449735804095,57.5537198427115
4.712673222244832,57.55371984041331
4.821346193585822,57.55371983800647
4.932525134287118,57.55371983548963
5.046267831325163,57.55371983285467
5.162633404228463,57.55371983009607
5.281682335805882,57.55371982720887
5.403476503583515,57.55371982418921
5.528079211966493,57.55371982102719
5.655555225142428,57.55371981771624
5.7859708007436,57.55371981425239
5.919393724285391,57.55371981062407
6.055893344398853,57.55371980683175
6.195540608875736,57.5537198028588
6.338408101544702,57.55371979869989
6.484570079997891,57.55371979435
6.634102514187457,57.553719789795
6.787083125912126,57.55371978502615
6.943591429214308,57.55371978003719
7.103708771708749,57.5537197748192
7.267518376864211,57.5537197693533
7.435105387260166,57.55371976363107
7.606556908840965,57.55371975764422
7.781962056190506,57.55371975137744
7.961411998850911,57.55371974481913
8.145000008709319,57.5537197379542
8.332821508477386,57.55371973076912
8.52497412128872,57.55371972324969
8.721557721440014,57.55371971537588
8.922674486302265,57.55371970714155
9.12842894942904,57.55371969851353
9.338928054889408,57.55371968948774
9.554281212853782,57.55371968004398
9.774600356461546,57.55371967015314
10.00000000000004,57.55371965980704
10.23059729842512,57.55371964897618
10.4665121082543,57.55371963763948
10.70786704986399,57.55371962577702
10.95478757122336,57.55371961336052
11.20740201309784,57.55371960036122
11.46584167575626,57.55371958675721
11.73024088721618,57.55371957251732
12.00073707306293,57.55371955761629
12.27747082787874,57.55371954201734
12.5605859883189,57.55371952568949
12.85022970787314,57.55371950859881
13.14655253335087,57.55371949071561
13.44970848313029,57.55371947200054
13.75985512721177,57.5537194524081
14.07715366911733,57.5537194319027
14.40176902967865,57.55371941043585
14.73386993275725,57.55371938797172
15.07362899294129,57.55371936445702
15.42122280526472,57.5537193398531
15.77683203699526,57.55371931408986
16.140641521539,57.55371928713488
16.51284035451047,57.55371925891755
16.89362199201796,57.55371922938653
17.28318435121535,57.55371919847894
17.68172991317265,57.55371916612325
18.08946582811861,57.55371913225659
18.50660402311032,57.55371909681951
18.93336131218553,57.5537190597223
19.36995950905513,57.55371902089367
19.81662554239427,57.55371898026315
20.27359157379204,57.55371893772949
20.74109511842104,57.55371889321009
21.2193791684896,57.55371884661828
21.70869231954073,57.55371879785064
22.20928889966348,57.55371874680652
22.72142910168394,57.55371869338566
23.24537911840449,57.55371863746827
23.78141128096158,57.55371857894539
24.32980420037415,57.55371851768811
24.8908429123559,57.55371845357711
25.46481902546715,57.5537183864711
26.0520308726828,57.55371831624227
26.65278366645556,57.55371824272931
27.26738965735485,57.55371816579184
27.89616829636386,57.55371808526333
28.53944640091917,57.55371800097861
29.19755832477912,57.55371791275954
29.87084613180941,57.55371782042715
30.55965977377608,57.55371772379022
31.26435727223833,57.55371762264133
31.98530490463582,57.55371751677458
32.72287739466699,57.55371740596848
33.47745810705754,57.5537172899905
34.24943924682018,57.55371716860687
35.03922206310926,57.55371704155651
35.84721705777623,57.55371690858337
36.67384419873432,57.55371676940156
37.51953313824338,57.55371662373199
38.38472343622832,57.55371647126236
39.26986478874716,57.5537163116816
40.17541726172751,57.55371614465874
41.101851530093,57.55371596983929
42.04964912240384,57.55371578686717
43.01930267113875,57.55371559536058
44.01131616874832,57.5537153949178
45.02620522961289,57.55371518512366
46.06449735804111,57.55371496554497
47.12673222244849,57.55371473572169
48.2134619358584,57.55371449517754
49.32525134287136,57.55371424341178
50.46267831325181,57.55371397989965
51.62633404228481,57.55371370409556
52.816823358059,57.5537134154204
54.03476503583534,57.55371311328214
55.28079211966514,57.55371279704547
56.55555225142449,57.55371246606253
57.85970800743622,57.55371211963364
59.19393724285413,57.55371175704457
60.55893344398875,57.55371137754089
61.95540608875759,57.55371098033229
63.38408101544725,57.55371056459385
64.84570079997914,57.55371012946143
66.34102514187481,57.5537096740298
67.87083125912152,57.55370919734719
69.43591429214335,57.55370869843298
71.03708771708776,57.55370817623844
72.67518376864238,57.55370762968763
74.35105387260194,57.55370705763788
76.06556908840994,57.55370645890306
77.81962056190535,57.55370583223788
79.61411998850942,57.55370517633247
81.4500000870935,57.55370448983073
83.32821508477417,57.55370377130643
85.24974121288751,57.55370301925436
87.21557721440047,57.55370223212588
89.22674486302299,57.55370140827247
91.28428949429073,57.55370054598458
93.38928054889442,57.55369964347859
95.54281212853817,57.5536986988596
97.74600356461582,57.55369771017723
100.0000000000007,57.55369667537495
102.3059729842516,57.55369559229599
104.6651210825434,57.55369445868978
107.0786704986403,57.55369327219854
109.547875712234,57.5536920303575
112.0740201309788,57.55369073058539
114.658416757563,57.55368937017538
117.3024088721622,57.55368794630121
120.0073707306297,57.55368645600029
122.7747082787878,57.55368489618221
125.6058598831895,57.55368326359309
128.5022970787318,57.55368155483943
131.4655253335092,57.55367976637457
134.4970848313033,57.55367789447521
137.5985512721182,57.55367593525339
140.7715366911738,57.55367388462722
144.017690296787,57.55367173834017
147.338699327573,57.55366949192887
150.7362899294134,57.55366714072181
154.2122280526478,57.5536646798282
157.7683203699531,57.55366210413294
161.4064152153906,57.55365940827502
165.1284035451052,57.55365658666116
168.9362199201801,57.55365363341194
172.8318435121541,57.55365054239546
176.8172991317271,57.55364730717744
180.8946582811867,57.55364392103921
185.0660402311038,57.55364037693531
189.3336131218559,57.55363666749921
193.699595090552,57.5536327850135
198.1662554239434,57.55362872141204
202.7359157379211,57.55362446824275
207.4109511842111,57.55362001665959
212.1937916848968,57.5536153574107
217.086923195408,57.5536104808097
222.0928889966356,57.55360537671702
227.2142910168402,57.55360003451295
232.4537911840457,57.55359444309833
237.8141128096167,57.55358859084359
243.2980420037423,57.55358246558656
248.9084291235599,57.55357605458311
254.6481902546724,57.55356934450987
260.5203087268289,57.55356232141538
266.5278366645565,57.55355497069761
272.6738965735494,57.55354727707663
278.9616829636396,57.55353922454675
285.3944640091926,57.55353079637905
291.9755832477921,57.55352197503769
298.7084613180951,57.55351274219318
305.5965977377618,57.55350307864629
312.6435727223844,57.55349296430637
319.8530490463592,57.5534823781461
327.2287739466709,57.55347129815986
334.7745810705765,57.55345970130055
342.4943924682029,57.55344756347044
350.3922206310938,57.55343485943386
358.4721705777634,57.55342156277715
366.7384419873443,57.55340764585897
375.195331382435,57.55339307974629
383.8472343622844,57.5533778341616
392.6986478874728,57.55336187740764
401.7541726172764,57.5533451763176
411.0185153009313,57.5533276961651
420.4964912240398,57.55330940062127
430.1930267113889,57.55329025164723
440.1131616874846,57.55327020944787
450.2620522961303,57.55324923234773
460.6449735804126,57.55322727675256
471.2673222244864,57.55320429702166
482.1346193585855,57.55318024538769
493.2525134287152,57.55315507185389
504.6267831325197,57.55312872410784
516.2633404228498,57.55310114737487
528.1682335805917,57.55307228434241
540.3476503583552,57.55304207501695
552.8079211966532,57.55301045661923
565.5555225142468,57.55297736342924
578.5970800743642,57.55294272667384
591.9393724285433,57.5529064743667
605.5893344398895,57.55286853116695
619.554060887578,57.55282881822951
633.8408101544746,57.55278725302254
648.4570079997936,57.55274374917538
663.4102514187502,57.55269821628843
678.7083125912174,57.55265055975087
694.3591429214357,57.55260068052927
710.3708771708798,57.55254847500387
726.7518376864261,57.55249383469766
743.5105387260218,57.55243664609249
760.6556908841019,57.55237679037272
778.1962056190559,57.5523141431959
796.1411998850966,57.55224857441847
814.5000008709376,57.55217994784446
833.2821508477444,57.55210812091583
852.497412128878,57.55203294444292
872.1557721440076,57.55195426229201
892.2674486302329,57.55187191105136
912.8428949429106,57.55178571969965
933.8928054889475,57.55169550924727
955.428121285385,57.5516010923741
977.4600356461616,57.55150227304093
1000.000000000011,57.55139884607257
1023.05972984252,57.55129059674778
1046.651210825438,57.55117730035215
1070.786704986407,57.55105872170523
1095.478757122344,57.55093461469044
1120.740201309792,57.55080472173545
1146.584167575635,57.5506687732713
1173.024088721626,57.55052648721011
1200.073707306302,57.55037756832191
1227.747082787883,57.55022170765404
1256.0585988319,57.55005858189324
1285.022970787323,57.549887852673
1314.655253335097,57.54970916592457
1344.970848313039,57.54952215109026
1375.985512721187,57.54932642041916
1407.715366911743,57.54912156811852
1440.176902967876,57.54890716955592
1473.386993275736,57.54868278038042
1507.36289929414,57.54844793559698
1542.122280526484,57.54820214861961
1577.683203699538,57.54794491027734
1614.064152153913,57.54767568777442
1651.284035451059,57.54739392358563
1689.362199201808,57.5470990343381
1728.318435121548,57.54679040959538
1768.172991317278,57.54646741062507
1808.946582811875,57.54612936907994
1850.660402311046,57.54577558567383
1893.336131218567,57.54540532870897
1936.995950905528,57.54501783261169
1981.662554239442,57.54461229638125
2027.359157379219,57.54418788195074
2074.10951184212,57.54374371248709
2121.937916848977,57.5432788706329
2170.86923195409,57.54279239662679
2220.928889966365,57.54228328637257
2272.142910168412,57.54175048942528
2324.537911840467,57.54119290685748
2378.141128096177,57.54060938904943
2432.980420037434,57.53999873338449
2489.08429123561,57.53935968184557
2546.481902546735,57.53869091848231
2605.2030872683,57.53799106678069
2665.278366645577,57.53725868691758
2726.738965735506,57.53649227290693
2789.616829636408,57.53569024958986
2853.944640091939,57.53485096952166
2919.755832477935,57.53397270970034
2987.084613180965,57.53305366818136
3055.965977377632,57.53209196052073
