"/Vout (CD=1.8e-11,Iin=0.001) X","/Vout (CD=1.8e-11,Iin=0.001) Y"
0,0.5000142892476785
6.5e-10,0.5000142969660644
1.95e-09,0.5000143063964585
4.55e-09,0.5000143154792834
9.750000000000001e-09,0.500014313561191
1.625e-08,0.5000143009691287
2.275e-08,0.5000142907905289
2.925e-08,0.5000142863278692
3.575e-08,0.5000142861081132
4.225e-08,0.5000142878265604
4.875e-08,0.5000142898424447
5.525e-08,0.5000142913486553
6.174999999999999e-08,0.5000142921354483
6.824999999999999e-08,0.5000142923230693
7.474999999999999e-08,0.5000142921546881
8.124999999999999e-08,0.5000142918620724
8.774999999999999e-08,0.5000142916003136
9.424999999999999e-08,0.500014291437329
1.0075e-07,0.5000142913756601
1.0725e-07,0.5000142913841563
1.1375e-07,0.5000142914249215
1.2025e-07,0.500014291468681
1.2675e-07,0.5000142914999354
1.3325e-07,0.5000142915150138
1.3975e-07,0.5000142915172129
1.44875e-07,0.5000142915133656
1.5e-07,0.5000142915077699
1.501570342900671e-07,0.4996426907801812
1.503591560972834e-07,0.4988390444500351
1.504959668327519e-07,0.4981619695686717
1.506245297975411e-07,0.4975910612990149
1.507494164001451e-07,0.4973036297051641
1.508560679890269e-07,0.4974327912360961
1.509280339945134e-07,0.4977867298360957
1.51e-07,0.4984152632829058
1.510286872198017e-07,0.4987930098789251
1.510728726316679e-07,0.4994958669762651
1.511273224085592e-07,0.5006385574190949
1.511865984114736e-07,0.5022838627864092
1.512616635417592e-07,0.505022340068071
1.513548529190018e-07,0.5094758589929347
1.514873069702728e-07,0.5177672494219079
1.516158653359011e-07,0.5278558932188002
1.517319902814162e-07,0.5385040308130536
1.51836857883641e-07,0.5491968714451796
1.519184289418205e-07,0.5581194113982798
1.52e-07,0.5674822692537329
1.520494695769102e-07,0.5733712744217966
1.521187448725814e-07,0.5816858476207805
1.52179580205369e-07,0.5890372381617542
1.523012508709441e-07,0.6037591217690167
1.524155186362716e-07,0.6174971681794512
1.525351872749061e-07,0.6316940297959532
1.526723612251459e-07,0.6476387071429045
1.528313268265593e-07,0.6655984956967
1.530229846969405e-07,0.6864404802635262
1.532605693424902e-07,0.7109821638583563
1.535683493579349e-07,0.7406004973826964
1.54020950527797e-07,0.7797288802926094
1.545683344787527e-07,0.8202357572094372
1.550476855733442e-07,0.8498577267007887
1.554780731444991e-07,0.8720670004827104
1.558848929145219e-07,0.8894874792334252
1.562779920694424e-07,0.9032411457995954
1.566688646030103e-07,0.9141230103736003
1.570628864440812e-07,0.922474282450973
1.574622128815844e-07,0.9284550624293545
1.578681455760263e-07,0.9321712125338137
1.582813638778585e-07,0.9337043394693191
1.587023208263723e-07,0.9331295631697308
1.591313923636128e-07,0.9305213794563338
1.595689497717063e-07,0.9259557801979681
1.600151587029289e-07,0.9195149477258989
1.604699965592312e-07,0.911291937967572
1.609333247397974e-07,0.9013927330416805
1.614049825697612e-07,0.8899354467720288
1.618848971767777e-07,0.8770469070646874
1.623731776261194e-07,0.8628579706371536
1.628701841224366e-07,0.8474988309159706
1.633765743747473e-07,0.8310951581161923
