"/Vout (CD=9e-12,Iin=0.001) X","/Vout (CD=9e-12,Iin=0.001) Y"
0,0.5000142892476785
6.5e-10,0.5000142967209515
1.95e-09,0.5000143042196964
4.55e-09,0.500014308583145
9.750000000000001e-09,0.5000143020115138
1.625e-08,0.5000142926022211
2.275e-08,0.5000142886479135
2.925e-08,0.5000142885278003
3.575e-08,0.5000142896989578
4.225e-08,0.5000142908067046
4.875e-08,0.5000142914673696
5.525e-08,0.5000142917277774
6.174999999999999e-08,0.5000142917464047
6.824999999999999e-08,0.5000142916654028
7.474999999999999e-08,0.5000142915740509
8.124999999999999e-08,0.5000142915111275
8.774999999999999e-08,0.5000142914819501
9.424999999999999e-08,0.5000142914765476
1.0075e-07,0.5000142914823711
1.0725e-07,0.5000142914905098
1.1375e-07,0.500014291496598
1.2025e-07,0.5000142914996532
1.2675e-07,0.5000142915004376
1.3325e-07,0.5000142915000751
1.3975e-07,0.5000142914993633
1.44875e-07,0.5000142914988666
1.5e-07,0.5000142914985513
1.501151532340769e-07,0.4996209385612163
1.502783254088782e-07,0.4985370181308389
1.503817818930689e-07,0.4975210315331675
1.504796683383984e-07,0.4964032968905902
1.505917965479371e-07,0.4951217272085178
1.50687388490155e-07,0.4942003210391578
1.507747859280727e-07,0.4936454078079816
1.508600570779189e-07,0.4935003382259086
1.509300285389595e-07,0.4937502014063819
1.51e-07,0.4943926423216218
1.510233519647782e-07,0.4947444900912716
1.510581280688892e-07,0.4953805993677167
1.510988525946564e-07,0.4963582977645941
1.511465401076765e-07,0.4978739793647871
1.512072159370095e-07,0.5004341301464206
1.51282320262232e-07,0.5046213020830803
1.513859662393274e-07,0.5122240100353135
1.514901568716934e-07,0.5218721629291311
1.51590381449372e-07,0.5328712346017267
1.516812225709469e-07,0.5441307456267366
1.517678882715671e-07,0.5558712168742889
1.518543769145294e-07,0.5684299490289831
1.519271884572647e-07,0.5795749019107603
1.52e-07,0.5911754289370053
1.52046367343181e-07,0.5987897161224365
1.521002873600283e-07,0.6076953509324218
1.521495267659215e-07,0.615863391567339
1.52248005577708e-07,0.6322018867489362
1.523476837666356e-07,0.6486379924226021
1.524541334251731e-07,0.6659822660656765
1.525778542882457e-07,0.6857814770760156
1.527231784622047e-07,0.7084622197864667
1.528978061482317e-07,0.7348095351610106
1.531073746504316e-07,0.7650319251681434
1.533558991424969e-07,0.798799744857623
1.536470695802666e-07,0.8353954680582866
1.539847522677249e-07,0.8737167658260725
1.543760624209163e-07,0.9124829174605372
1.54843876947489e-07,0.9508168593399843
1.553747902588372e-07,0.9838489999210326
1.559057446767689e-07,1.006098649386963
1.563595378732911e-07,1.017005921738237
1.567385383014548e-07,1.02077097503892
1.570786280388141e-07,1.020334462522697
1.573960850165862e-07,1.016952423926707
1.577015521879885e-07,1.011241833541344
1.580018044281673e-07,1.0035224764528
1.582999626787559e-07,0.9940243305619372
1.585978540999871e-07,0.9829396745980995
1.588968622431064e-07,0.9704348414586292
1.591982909915631e-07,0.9566513333118046
1.595035684822881e-07,0.9417033022449877
1.598142556846415e-07,0.9256811624250334
1.601320256041132e-07,0.908657325584267
1.604586636790049e-07,0.8906915118979688
1.607960949902848e-07,0.8718348879412531
1.611464449322048e-07,0.852132542781494
1.61512134246476e-07,0.831624517455636
1.618960160459248e-07,0.8103456506021436
1.623015779292912e-07,0.7883241326153729
1.627332608368394e-07,0.7655779450225839
1.631970109451942e-07,0.7421067619490614
1.637013479314197e-07,0.7178728704689787
1.642597399775829e-07,0.6927526435941644
1.648970147384782e-07,0.6663941739837803
1.651202041223591e-07,0.657751807306505
1.65566582890121e-07,0.6413963247153698
1.657737411116402e-07,0.6342246804331428
1.661880575546785e-07,0.6206626435084446
1.663993272627023e-07,0.6141415138955232
1.668218666787497e-07,0.6018686044725683
1.670412894419281e-07,0.5958898103780419
1.674801349682849e-07,0.5846978908338843
1.677112546479673e-07,0.5792002074152601
1.681734940073323e-07,0.5689689720302972
1.684196949099724e-07,0.5639178230119331
1.689120967152527e-07,0.5545757626918598
1.691774718147533e-07,0.5499399073325197
1.697082220137546e-07,0.5414229035538302
1.69997692135953e-07,0.5371766029804262
1.705766323803499e-07,0.5294322727107603
1.708960008069459e-07,0.5255583524887552
1.71534737660138e-07,0.5185523083274134
1.718906013374845e-07,0.515046174325696
1.723162175006403e-07,0.5111870855571007
1.727180518060089e-07,0.5078495206908233
1.731475972459374e-07,0.5045818028524903
1.735900439571002e-07,0.501512940310422
1.740539811571965e-07,0.498591554525256
1.745376095347627e-07,0.4958423879341909
1.750430375680821e-07,0.4932655141528933
1.75570723167731e-07,0.4908713851696954
1.761218679034919e-07,0.4886671270153581
1.766975490781087e-07,0.4866611651781878
1.772991964921152e-07,0.4848613286910444
1.779285507348652e-07,0.4832754425399767
1.785878712954729e-07,0.4819111713466528
1.791847368153459e-07,0.4809166547264359
1.799191857300153e-07,0.4799759381854317
1.805823680524325e-07,0.4793708997059699
1.812334191721098e-07,0.4789807973721436
1.819227037044724e-07,0.4787653621262
1.826408820248391e-07,0.4787337095644633
1.833917681014673e-07,0.4788861968945377
1.841876685352581e-07,0.4792276610372377
1.850373344712714e-07,0.4797659391242869
1.859521418010026e-07,0.4805113560825006
1.869498679171799e-07,0.4814799660870769
1.880573678898038e-07,0.4826966559114893
1.893199266409642e-07,0.4842039871136259
1.906334270317249e-07,0.4858453719969992
1.919390000692908e-07,0.487495396846611
1.932446593122624e-07,0.4891175973226916
1.945564455565444e-07,0.4906820650793288
1.958798170231353e-07,0.492165362723489
1.972267270933915e-07,0.4935560216376643
1.986090029078707e-07,0.4948443635982465
2.000418698393979e-07,0.496024091094305
2.015405164007765e-07,0.4970876561652267
2.031243668177333e-07,0.4980287493301987
2.048065942385304e-07,0.4988363023248231
2.065609605210835e-07,0.4994886391152163
2.084037415324766e-07,0.4999924702944155
2.103697832391667e-07,0.5003588924200565
2.124996806931961e-07,0.5005972479066361
2.148546096336587e-07,0.5007175162763544
2.17532254133155e-07,0.5007296376806759
2.206964567899357e-07,0.5006450965706154
2.246927425016094e-07,0.5004762680608772
2.297941204991534e-07,0.5002619487749702
2.360163796783968e-07,0.5000753827659625
2.425163796783968e-07,0.4999780694470823
2.462581898391984e-07,0.4999597162650458
2.5e-07,0.4999592622447899
2.501001632523935e-07,0.4996643876499828
2.50247967439776e-07,0.4987740484839339
2.503916160021167e-07,0.4973787604340134
2.504948775270035e-07,0.4961657719939643
2.506200445934271e-07,0.4947308834873849
2.507372958241061e-07,0.4937207057152231
2.50844237081181e-07,0.4933414397471278
2.509221185405905e-07,0.493513963205594
2.51e-07,0.4941588988718231
2.510313397265628e-07,0.4946484299510448
2.51067952383608e-07,0.4953546401210397
2.511121934848975e-07,0.4964845724569612
2.511708954068773e-07,0.4985312873399892
2.512481451353348e-07,0.502253195187283
2.513505109243381e-07,0.5090127777403942
2.514741555731313e-07,0.5198153563792138
2.515903303451912e-07,0.5323461185993117
2.517028679056152e-07,0.5463969444290718
2.518089897446432e-07,0.5611157315026466
2.519133477831604e-07,0.576757879509021
2.52e-07,0.5904951173554474
2.520499993985186e-07,0.5987093891269816
2.521084572952878e-07,0.6083687245624656
2.521594030882373e-07,0.616820704346275
2.522612946741365e-07,0.6337136233120308
2.523781147080141e-07,0.6529236169502681
2.525045924554398e-07,0.673399452434469
2.526521883452366e-07,0.6967470857431236
2.528265960335165e-07,0.7234626141764224
2.530362287716286e-07,0.7542089941391702
2.532877604034735e-07,0.7890162690425102
2.535849565133019e-07,0.8270872487216798
2.539302714712338e-07,0.8670353814278408
2.543282391004673e-07,0.9072364657545023
2.547972562698845e-07,0.9465099939506586
2.553272803684304e-07,0.9804156275867829
2.558572556847251e-07,1.003530859100817
2.56322783408105e-07,1.015385074094105
2.567067970490305e-07,1.019605526856089
2.570489814184857e-07,1.019463644328918
2.573678263806587e-07,1.016306673243107
2.576737369013769e-07,1.010791754238232
2.579740771558217e-07,1.00325092463198
2.582722069384305e-07,0.9939160636906724
2.585699839373871e-07,0.9829817621033705
2.58868825456508e-07,0.9706150220892753
2.59170028740978e-07,0.9569589002684143
2.594750034522844e-07,0.9421295153739091
2.597852955099782e-07,0.9262189710804469
2.601025634359735e-07,0.9093011081644041
2.60428578646047e-07,0.8914367470343818
2.607652507821343e-07,0.8726778732575511
